,Indice,Date,Opening,Highest,Lowest,Fermer,Cloture ajust√©,Volume,Before_After_Election,Day_of_Week,Month,Is_Holiday_Period
8704,Nikkei,2012-08-16,"896 711,00","909 409,00","896 297,00","909 276,00","909 276,00","115 300 000,00",Before,Thursday,August,no
8705,Nikkei,2012-08-15,"896 028,00","896 028,00","886 606,00","892 504,00","892 504,00","104 400 000,00",Before,Wednesday,August,no
8706,Nikkei,2012-08-14,"891 370,00","897 099,00","889 787,00","892 988,00","892 988,00","117 500 000,00",Before,Tuesday,August,no
8707,Nikkei,2012-08-13,"887 168,00","890 621,00","886 763,00","888 515,00","888 515,00","72 100 000,00",Before,Monday,August,no
8708,Nikkei,2012-08-10,"893 192,00","895 485,00","885 723,00","889 144,00","889 144,00","120 000 000,00",Before,Friday,August,no
8709,Nikkei,2012-08-09,"887 081,00","900 481,00","886 217,00","897 860,00","897 860,00","151 200 000,00",Before,Thursday,August,no
8710,Nikkei,2012-08-08,"888 938,00","896 295,00","885 159,00","888 116,00","888 116,00","162 300 000,00",Before,Wednesday,August,no
8711,Nikkei,2012-08-07,"871 412,00","881 242,00","871 190,00","880 331,00","880 331,00","109 300 000,00",Before,Tuesday,August,no
8712,Nikkei,2012-08-06,"868 320,00","875 180,00","867 625,00","872 629,00","872 629,00","113 000 000,00",Before,Monday,August,no
10147,Taux10ans,2012-11-05,"132 843 750,00","133 234 375,00","132 781 250,00","133 140 625,00","133 140 625,00","724 924,00",Before,Monday,November,yes
10148,Taux10ans,2012-11-02,"132 734 375,00","132 890 625,00","132 312 500,00","132 781 250,00","132 781 250,00","1 064 655,00",Before,Friday,November,yes
10149,Taux10ans,2012-11-01,"132 953 125,00","132 968 750,00","132 656 250,00","132 828 125,00","132 828 125,00","815 160,00",Before,Thursday,November,yes
10150,Taux10ans,2012-10-31,"132 640 625,00","133 062 500,00","132 390 625,00","133 031 250,00","133 031 250,00","995 044,00",Before,Wednesday,October,no
10151,Taux10ans,2012-10-26,"131 875 000,00","132 609 375,00","131 781 250,00","132 562 500,00","132 562 500,00","1 121 916,00",Before,Friday,October,no
10152,Taux10ans,2012-10-25,"132 265 625,00","132 296 875,00","131 687 500,00","131 906 250,00","131 906 250,00","1 293 522,00",Before,Thursday,October,no
10153,Taux10ans,2012-10-24,"132 406 250,00","132 500 000,00","132 156 250,00","132 375 000,00","132 375 000,00","942 403,00",Before,Wednesday,October,no
10154,Taux10ans,2012-10-23,"131 937 500,00","132 453 125,00","131 921 875,00","132 375 000,00","132 375 000,00","854 351,00",Before,Tuesday,October,no
10155,Taux10ans,2012-10-22,"132 375 000,00","132 421 875,00","131 921 875,00","132 109 375,00","132 109 375,00","770 503,00",Before,Monday,October,no
10156,Taux10ans,2012-10-19,"131 906 250,00","132 468 750,00","131 906 250,00","132 390 625,00","132 390 625,00","816 459,00",Before,Friday,October,no
10157,Taux10ans,2012-10-18,"132 015 625,00","132 296 875,00","131 906 250,00","131 984 375,00","131 984 375,00","1 138 606,00",Before,Thursday,October,no
10158,Taux10ans,2012-10-17,"132 781 250,00","132 828 125,00","132 000 000,00","132 078 125,00","132 078 125,00","1 228 766,00",Before,Wednesday,October,no
10159,Taux10ans,2012-10-16,"133 312 500,00","133 343 750,00","132 796 875,00","132 875 000,00","132 875 000,00","906 777,00",Before,Tuesday,October,no
10160,Taux10ans,2012-10-15,"133 312 500,00","133 406 250,00","133 078 125,00","133 312 500,00","133 312 500,00","622 721,00",Before,Monday,October,no
10161,Taux10ans,2012-10-12,"133 281 250,00","133 531 250,00","133 093 750,00","133 312 500,00","133 312 500,00","722 570,00",Before,Friday,October,no
10162,Taux10ans,2012-10-11,"133 343 750,00","133 390 625,00","132 828 125,00","133 265 625,00","133 265 625,00","1 007 180,00",Before,Thursday,October,no
10163,Taux10ans,2012-10-10,"133 062 500,00","133 359 375,00","132 812 500,00","133 218 750,00","133 218 750,00","839 163,00",Before,Wednesday,October,no
10164,Taux10ans,2012-10-09,"133 218 750,00","133 343 750,00","132 937 500,00","133 046 875,00","133 046 875,00","738 769,00",Before,Tuesday,October,no
10165,Taux10ans,2012-10-08,"132 890 625,00","133 281 250,00","132 890 625,00","133 265 625,00","133 265 625,00","165 798,00",Before,Monday,October,no
10166,Taux10ans,2012-10-05,"133 375 000,00","133 484 375,00","132 859 375,00","132 921 875,00","132 921 875,00","1 001 753,00",Before,Friday,October,no
10167,Taux10ans,2012-10-04,"133 750 000,00","133 765 625,00","133 312 500,00","133 421 875,00","133 421 875,00","740 394,00",Before,Thursday,October,no
10168,Taux10ans,2012-10-03,"133 593 750,00","133 796 875,00","133 515 625,00","133 734 375,00","133 734 375,00","770 031,00",Before,Wednesday,October,no
10169,Taux10ans,2012-10-02,"133 562 500,00","133 687 500,00","133 390 625,00","133 640 625,00","133 640 625,00","645 787,00",Before,Tuesday,October,no
10170,Taux10ans,2012-10-01,"133 468 750,00","133 671 875,00","133 359 375,00","133 578 125,00","133 578 125,00","765 522,00",Before,Monday,October,no
10171,Taux10ans,2012-09-28,"133 421 875,00","133 843 750,00","133 359 375,00","133 484 375,00","133 484 375,00","983 347,00",Before,Friday,September,no
10172,Taux10ans,2012-09-27,"133 625 000,00","133 625 000,00","133 328 125,00","133 500 000,00","133 500 000,00","953 865,00",Before,Thursday,September,no
10173,Taux10ans,2012-09-26,"133 218 750,00","133 671 875,00","133 140 625,00","133 640 625,00","133 640 625,00","863 167,00",Before,Wednesday,September,no
10174,Taux10ans,2012-09-25,"132 984 375,00","133 250 000,00","132 734 375,00","133 171 875,00","133 171 875,00","896 614,00",Before,Tuesday,September,no
10175,Taux10ans,2012-09-24,"132 703 125,00","133 046 875,00","132 640 625,00","132 921 875,00","132 921 875,00","531 172,00",Before,Monday,September,no
10176,Taux10ans,2012-09-21,"132 437 500,00","132 765 625,00","132 250 000,00","132 671 875,00","132 671 875,00","740 468,00",Before,Friday,September,no
10177,Taux10ans,2012-09-20,"132 437 500,00","132 875 000,00","132 343 750,00","132 406 250,00","132 406 250,00","923 448,00",Before,Thursday,September,no
10178,Taux10ans,2012-09-19,"133 531 250,00","133 796 875,00","133 312 500,00","133 546 875,00","133 546 875,00","868 748,00",Before,Wednesday,September,no
10179,Taux10ans,2012-09-18,"133 453 125,00","133 765 625,00","133 421 875,00","133 437 500,00","133 437 500,00","8 754,00",Before,Tuesday,September,no
10180,Taux10ans,2012-09-17,"133 078 125,00","133 453 125,00","133 046 875,00","133 312 500,00","133 312 500,00","6 839,00",Before,Monday,September,no
10181,Taux10ans,2012-09-14,"134 078 125,00","134 109 375,00","132 968 750,00","133 140 625,00","133 140 625,00","6 831,00",Before,Friday,September,no
10182,Taux10ans,2012-09-13,"133 609 375,00","134 125 000,00","133 125 000,00","133 968 750,00","133 968 750,00","8 937,00",Before,Thursday,September,no
10183,Taux10ans,2012-09-12,"133 875 000,00","133 984 375,00","133 500 000,00","133 531 250,00","133 531 250,00","7 957,00",Before,Wednesday,September,no
10184,Taux10ans,2012-09-11,"134 203 125,00","134 265 625,00","133 859 375,00","133 937 500,00","133 937 500,00","13 686,00",Before,Tuesday,September,no
10185,Taux10ans,2012-09-10,"134 109 375,00","134 296 875,00","133 937 500,00","133 968 750,00","133 968 750,00","12 763,00",Before,Monday,September,no
10186,Taux10ans,2012-09-07,"133 781 250,00","134 609 375,00","133 390 625,00","134 125 000,00","134 125 000,00","23 710,00",Before,Friday,September,no
10187,Taux10ans,2012-09-06,"134 406 250,00","134 453 125,00","133 765 625,00","133 843 750,00","133 843 750,00","31 955,00",Before,Thursday,September,no
10188,Taux10ans,2012-09-05,"134 484 375,00","134 734 375,00","134 359 375,00","134 421 875,00","134 421 875,00","41 638,00",Before,Wednesday,September,no
10189,Taux10ans,2012-09-04,"134 796 875,00","134 859 375,00","134 406 250,00","134 453 125,00","134 453 125,00","119 286,00",Before,Tuesday,September,no
10190,Taux10ans,2012-08-31,"134 140 625,00","134 875 000,00","133 906 250,00","134 750 000,00","134 750 000,00","279 292,00",Before,Friday,August,no
10191,Taux10ans,2012-08-30,"133 875 000,00","134 265 625,00","133 796 875,00","134 187 500,00","134 187 500,00","1 069 979,00",Before,Thursday,August,no
10192,Taux10ans,2012-08-29,"133 906 250,00","134 031 250,00","133 656 250,00","133 843 750,00","133 843 750,00","1 547 323,00",Before,Wednesday,August,no
10193,Taux10ans,2012-08-28,"133 781 250,00","134 093 750,00","133 718 750,00","133 953 125,00","133 953 125,00","1 272 631,00",Before,Tuesday,August,no
10194,Taux10ans,2012-08-27,"133 531 250,00","133 875 000,00","133 453 125,00","133 812 500,00","133 812 500,00","731 801,00",Before,Monday,August,no
10195,Taux10ans,2012-08-24,"133 578 125,00","133 953 125,00","133 484 375,00","133 578 125,00","133 578 125,00","840 043,00",Before,Friday,August,no
10196,Taux10ans,2012-08-23,"133 484 375,00","133 796 875,00","133 312 500,00","133 687 500,00","133 687 500,00","966 704,00",Before,Thursday,August,no
10197,Taux10ans,2012-08-22,"132 640 625,00","133 546 875,00","132 625 000,00","133 312 500,00","133 312 500,00","1 143 315,00",Before,Wednesday,August,no
10198,Taux10ans,2012-08-21,"132 562 500,00","132 687 500,00","132 187 500,00","132 609 375,00","132 609 375,00","947 738,00",Before,Tuesday,August,no
10199,Taux10ans,2012-08-20,"132 515 625,00","132 687 500,00","132 171 875,00","132 515 625,00","132 515 625,00","674 677,00",Before,Monday,August,no
10200,Taux10ans,2012-08-17,"132 343 750,00","132 671 875,00","132 312 500,00","132 500 000,00","132 500 000,00","678 183,00",Before,Friday,August,no
10201,Taux10ans,2012-08-16,"132 484 375,00","132 703 125,00","132 156 250,00","132 359 375,00","132 359 375,00","1 083 471,00",Before,Thursday,August,no
10202,Taux10ans,2012-08-15,"133 078 125,00","133 187 500,00","132 468 750,00","132 578 125,00","132 578 125,00","1 217 534,00",Before,Wednesday,August,no
10203,Taux10ans,2012-08-14,"133 562 500,00","133 640 625,00","133 046 875,00","133 140 625,00","133 140 625,00","952 133,00",Before,Tuesday,August,no
10204,Taux10ans,2012-08-13,"133 671 875,00","133 859 375,00","133 500 000,00","133 625 000,00","133 625 000,00","529 257,00",Before,Monday,August,no
10205,Taux10ans,2012-08-10,"133 421 875,00","133 859 375,00","133 375 000,00","133 734 375,00","133 734 375,00","584 728,00",Before,Friday,August,no
10206,Taux10ans,2012-08-09,"133 406 250,00","133 562 500,00","133 156 250,00","133 453 125,00","133 453 125,00","892 276,00",Before,Thursday,August,no
10207,Taux10ans,2012-08-08,"133 531 250,00","133 781 250,00","133 312 500,00","133 484 375,00","133 484 375,00","829 756,00",Before,Wednesday,August,no
10208,Taux10ans,2012-08-07,"134 031 250,00","134 125 000,00","133 437 500,00","133 578 125,00","133 578 125,00","877 622,00",Before,Tuesday,August,no
10209,Taux10ans,2012-08-06,"133 984 375,00","134 312 500,00","133 859 375,00","134 109 375,00","134 109 375,00","577 265,00",Before,Monday,August,no
11656,VIX,2012-11-05,"18,33","18,70","18,13","18,42","18,42",nan,Before,Monday,November,yes
11657,VIX,2012-11-02,"16,06","17,60","16,05","17,59","17,59",nan,Before,Friday,November,yes
11658,VIX,2012-11-01,"17,77","17,79","16,45","16,69","16,69",nan,Before,Thursday,November,yes
11659,VIX,2012-10-31,"17,68","18,84","17,56","18,60","18,60",nan,Before,Wednesday,October,no
11660,VIX,2012-10-26,"18,03","18,64","17,52","17,81","17,81",nan,Before,Friday,October,no
11661,VIX,2012-10-25,"17,56","18,64","17,30","18,12","18,12",nan,Before,Thursday,October,no
11662,VIX,2012-10-24,"18,22","18,67","17,93","18,33","18,33",nan,Before,Wednesday,October,no
11663,VIX,2012-10-23,"18,23","19,65","18,17","18,83","18,83",nan,Before,Tuesday,October,no
11664,VIX,2012-10-22,"17,44","17,98","16,62","16,62","16,62",nan,Before,Monday,October,no
11665,VIX,2012-10-19,"14,91","17,60","14,90","17,06","17,06",nan,Before,Friday,October,no
11666,VIX,2012-10-18,"15,25","15,50","14,68","15,03","15,03",nan,Before,Thursday,October,no
11667,VIX,2012-10-17,"15,43","15,63","14,90","15,07","15,07",nan,Before,Wednesday,October,no
11668,VIX,2012-10-16,"14,84","15,23","14,50","15,22","15,22",nan,Before,Tuesday,October,no
11669,VIX,2012-10-15,"16,05","16,21","15,23","15,27","15,27",nan,Before,Monday,October,no
11670,VIX,2012-10-12,"15,41","16,18","14,96","16,14","16,14",nan,Before,Friday,October,no
11671,VIX,2012-10-11,"15,33","15,80","15,31","15,59","15,59",nan,Before,Thursday,October,no
11672,VIX,2012-10-10,"16,52","16,79","16,13","16,29","16,29",nan,Before,Wednesday,October,no
11673,VIX,2012-10-09,"15,28","16,40","15,18","16,37","16,37",nan,Before,Tuesday,October,no
11674,VIX,2012-10-08,"15,19","15,46","15,04","15,11","15,11",nan,Before,Monday,October,no
11675,VIX,2012-10-05,"13,68","14,78","13,67","14,33","14,33",nan,Before,Friday,October,no
11676,VIX,2012-10-04,"15,23","15,33","14,53","14,55","14,55",nan,Before,Thursday,October,no
11677,VIX,2012-10-03,"15,63","16,02","15,13","15,43","15,43",nan,Before,Wednesday,October,no
11678,VIX,2012-10-02,"15,85","16,50","15,70","15,71","15,71",nan,Before,Tuesday,October,no
11679,VIX,2012-10-01,"16,03","16,53","15,13","16,32","16,32",nan,Before,Monday,October,no
11680,VIX,2012-09-28,"15,23","15,77","14,95","15,73","15,73",nan,Before,Friday,September,no
11681,VIX,2012-09-27,"16,38","16,50","14,83","14,84","14,84",nan,Before,Thursday,September,no
11682,VIX,2012-09-26,"15,83","17,08","15,83","16,81","16,81",nan,Before,Wednesday,September,no
11683,VIX,2012-09-25,"14,19","15,72","14,03","15,43","15,43",nan,Before,Tuesday,September,no
11684,VIX,2012-09-24,"15,06","15,06","13,87","14,15","14,15",nan,Before,Monday,September,no
11685,VIX,2012-09-21,"13,94","14,18","13,69","13,98","13,98",nan,Before,Friday,September,no
11686,VIX,2012-09-20,"14,63","14,67","14,07","14,07","14,07",nan,Before,Thursday,September,no
11687,VIX,2012-09-19,"13,95","14,08","13,61","13,88","13,88",nan,Before,Wednesday,September,no
11688,VIX,2012-09-18,"14,51","14,88","13,97","14,18","14,18",nan,Before,Tuesday,September,no
11689,VIX,2012-09-17,"14,67","14,92","14,38","14,59","14,59",nan,Before,Monday,September,no
11690,VIX,2012-09-14,"13,82","14,71","13,51","14,51","14,51",nan,Before,Friday,September,no
11691,VIX,2012-09-13,"15,60","16,54","13,91","14,05","14,05",nan,Before,Thursday,September,no
11692,VIX,2012-09-12,"15,59","16,31","15,43","15,80","15,80",nan,Before,Wednesday,September,no
11693,VIX,2012-09-11,"16,11","16,41","15,46","16,41","16,41",nan,Before,Tuesday,September,no
11694,VIX,2012-09-10,"14,27","16,28","13,97","16,28","16,28",nan,Before,Monday,September,no
11695,VIX,2012-09-07,"15,60","15,60","14,33","14,38","14,38",nan,Before,Friday,September,no
11696,VIX,2012-09-06,"17,30","17,30","15,60","15,60","15,60",nan,Before,Thursday,September,no
11697,VIX,2012-09-05,"17,38","17,84","16,99","17,74","17,74",nan,Before,Wednesday,September,no
11698,VIX,2012-09-04,"18,65","18,96","17,85","17,98","17,98",nan,Before,Tuesday,September,no
11699,VIX,2012-08-31,"17,25","18,04","16,56","17,47","17,47",nan,Before,Friday,August,no
11700,VIX,2012-08-30,"17,48","18,05","17,44","17,83","17,83",nan,Before,Thursday,August,no
11701,VIX,2012-08-29,"16,61","17,06","16,50","17,06","17,06",nan,Before,Wednesday,August,no
11702,VIX,2012-08-28,"16,32","16,92","16,01","16,49","16,49",nan,Before,Tuesday,August,no
11703,VIX,2012-08-27,"16,15","16,38","15,75","16,35","16,35",nan,Before,Monday,August,no
11704,VIX,2012-08-24,"15,99","16,00","15,18","15,18","15,18",nan,Before,Friday,August,no
11705,VIX,2012-08-23,"15,00","16,45","15,00","15,96","15,96",nan,Before,Thursday,August,no
11706,VIX,2012-08-22,"15,32","15,52","14,75","15,11","15,11",nan,Before,Wednesday,August,no
11707,VIX,2012-08-21,"14,10","15,44","13,46","15,02","15,02",nan,Before,Tuesday,August,no
11708,VIX,2012-08-20,"14,11","14,78","13,38","14,02","14,02",nan,Before,Monday,August,no
11709,VIX,2012-08-17,"14,23","14,30","13,30","13,45","13,45",nan,Before,Friday,August,no
11710,VIX,2012-08-16,"14,88","15,15","14,28","14,29","14,29",nan,Before,Thursday,August,no
11711,VIX,2012-08-15,"14,82","14,98","14,36","14,63","14,63",nan,Before,Wednesday,August,no
11712,VIX,2012-08-14,"13,91","15,06","13,91","14,85","14,85",nan,Before,Tuesday,August,no
11713,VIX,2012-08-13,"14,09","14,67","13,67","13,70","13,70",nan,Before,Monday,August,no
11714,VIX,2012-08-10,"15,34","15,50","14,73","14,74","14,74",nan,Before,Friday,August,no
11715,VIX,2012-08-09,"15,39","15,67","15,28","15,28","15,28",nan,Before,Thursday,August,no
11716,VIX,2012-08-08,"16,46","16,47","15,27","15,32","15,32",nan,Before,Wednesday,August,no
11717,VIX,2012-08-07,"15,55","16,03","15,48","15,99","15,99",nan,Before,Tuesday,August,no
11718,VIX,2012-08-06,"15,85","16,27","15,82","15,95","15,95",nan,Before,Monday,August,no
13163,DowJ,2012-11-05,"12 989,00","13 078,00","12 973,00","13 053,00","13 053,00","83 754,00",Before,Monday,November,yes
13164,DowJ,2012-11-02,"13 165,00","13 226,00","12 988,00","12 991,00","12 991,00","120 034,00",Before,Friday,November,yes
13165,DowJ,2012-11-01,"12 991,00","13 212,00","12 969,00","13 165,00","13 165,00","121 161,00",Before,Thursday,November,yes
13166,DowJ,2012-10-31,"13 077,00","13 124,00","12 987,00","13 030,00","13 030,00","111 943,00",Before,Wednesday,October,no
13167,DowJ,2012-10-26,"13 066,00","13 087,00","12 937,00","13 054,00","13 054,00","128 805,00",Before,Friday,October,no
13168,DowJ,2012-10-25,"13 026,00","13 119,00","12 974,00","13 056,00","13 056,00","124 932,00",Before,Thursday,October,no
13169,DowJ,2012-10-24,"13 038,00","13 096,00","12 999,00","13 021,00","13 021,00","124 742,00",Before,Wednesday,October,no
13170,DowJ,2012-10-23,"13 293,00","13 316,00","13 021,00","13 041,00","13 041,00","179 734,00",Before,Tuesday,October,no
13171,DowJ,2012-10-22,"13 251,00","13 308,00","13 174,00","13 292,00","13 292,00","123 349,00",Before,Monday,October,no
13172,DowJ,2012-10-19,"13 483,00","13 499,00","13 246,00","13 252,00","13 252,00","162 751,00",Before,Friday,October,no
13173,DowJ,2012-10-18,"13 485,00","13 530,00","13 451,00","13 487,00","13 487,00","119 365,00",Before,Thursday,October,no
13174,DowJ,2012-10-17,"13 448,00","13 498,00","13 432,00","13 489,00","13 489,00","110 838,00",Before,Wednesday,October,no
13175,DowJ,2012-10-16,"13 356,00","13 487,00","13 347,00","13 453,00","13 453,00","114 773,00",Before,Tuesday,October,no
13176,DowJ,2012-10-15,"13 255,00","13 369,00","13 208,00","13 359,00","13 359,00","107 657,00",Before,Monday,October,no
13177,DowJ,2012-10-12,"13 262,00","13 334,00","13 227,00","13 245,00","13 245,00","104 932,00",Before,Friday,October,no
13178,DowJ,2012-10-11,"13 266,00","13 361,00","13 227,00","13 265,00","13 265,00","112 961,00",Before,Thursday,October,no
13179,DowJ,2012-10-10,"13 420,00","13 428,00","13 260,00","13 268,00","13 268,00","132 756,00",Before,Wednesday,October,no
13180,DowJ,2012-10-09,"13 502,00","13 545,00","13 403,00","13 412,00","13 412,00","137 525,00",Before,Tuesday,October,no
13181,DowJ,2012-10-08,"13 550,00","13 550,00","13 475,00","13 501,00","13 501,00","68 415,00",Before,Monday,October,no
13182,DowJ,2012-10-05,"13 498,00","13 599,00","13 489,00","13 536,00","13 536,00","110 153,00",Before,Friday,October,no
13183,DowJ,2012-10-04,"13 424,00","13 525,00","13 422,00","13 498,00","13 498,00","112 527,00",Before,Thursday,October,no
13184,DowJ,2012-10-03,"13 409,00","13 463,00","13 360,00","13 426,00","13 426,00","119 271,00",Before,Wednesday,October,no
13185,DowJ,2012-10-02,"13 434,00","13 499,00","13 347,00","13 411,00","13 411,00","135 663,00",Before,Tuesday,October,no
13186,DowJ,2012-10-01,"13 349,00","13 526,00","13 313,00","13 437,00","13 437,00","147 569,00",Before,Monday,October,no
13187,DowJ,2012-09-28,"13 412,00","13 433,00","13 293,00","13 355,00","13 355,00","146 311,00",Before,Friday,September,no
13188,DowJ,2012-09-27,"13 347,00","13 453,00","13 343,00","13 414,00","13 414,00","123 345,00",Before,Thursday,September,no
13189,DowJ,2012-09-26,"13 405,00","13 426,00","13 332,00","13 345,00","13 345,00","121 899,00",Before,Wednesday,September,no
13190,DowJ,2012-09-25,"13 491,00","13 548,00","13 386,00","13 405,00","13 405,00","127 444,00",Before,Tuesday,September,no
13191,DowJ,2012-09-24,"13 490,00","13 530,00","13 438,00","13 489,00","13 489,00","93 917,00",Before,Monday,September,no
13192,DowJ,2012-09-21,"13 578,00","13 717,00","13 578,00","13 652,29","13 652,29","93 398,00",Before,Friday,September,no
13193,DowJ,2012-09-20,"13 570,00","13 604,00","13 501,00","13 593,00","13 593,00","15 522,00",Before,Thursday,September,no
13194,DowJ,2012-09-19,"13 571,00","13 632,00","13 557,00","13 570,00","13 570,00","27 829,00",Before,Wednesday,September,no
13195,DowJ,2012-09-18,"13 536,00","13 583,00","13 501,00","13 570,00","13 570,00","32 808,00",Before,Tuesday,September,no
13196,DowJ,2012-09-17,"13 590,00","13 594,00","13 526,00","13 541,00","13 541,00","37 445,00",Before,Monday,September,no
13197,DowJ,2012-09-14,"13 513,00","13 651,00","13 510,00","13 592,00","13 592,00","76 027,00",Before,Friday,September,no
13198,DowJ,2012-09-13,"13 352,00","13 575,00","13 324,00","13 520,00","13 520,00","144 285,00",Before,Thursday,September,no
13199,DowJ,2012-09-12,"13 294,00","13 376,00","13 284,00","13 361,00","13 361,00","106 387,00",Before,Wednesday,September,no
13200,DowJ,2012-09-11,"13 232,00","13 349,00","13 195,00","13 293,00","13 293,00","90 819,00",Before,Tuesday,September,no
13201,DowJ,2012-09-10,"13 285,00","13 318,00","13 231,00","13 237,00","13 237,00","72 331,00",Before,Monday,September,no
13202,DowJ,2012-09-07,"13 276,00","13 324,00","13 263,00","13 296,00","13 296,00","101 796,00",Before,Friday,September,no
13203,DowJ,2012-09-06,"13 051,00","13 288,00","13 044,00","13 275,00","13 275,00","139 593,00",Before,Thursday,September,no
13204,DowJ,2012-09-05,"13 051,00","13 086,00","12 982,00","13 050,00","13 050,00","104 430,00",Before,Wednesday,September,no
13205,DowJ,2012-09-04,"13 062,00","13 121,00","12 965,00","13 050,00","13 050,00","134 241,00",Before,Tuesday,September,no
13206,DowJ,2012-08-31,"12 984,00","13 144,00","12 971,00","13 079,00","13 079,00","158 861,00",Before,Friday,August,no
13207,DowJ,2012-08-30,"13 082,00","13 088,00","12 966,00","12 982,00","12 982,00","103 447,00",Before,Thursday,August,no
13208,DowJ,2012-08-29,"13 084,00","13 131,00","13 065,00","13 084,00","13 084,00","82 619,00",Before,Wednesday,August,no
13209,DowJ,2012-08-28,"13 104,00","13 135,00","13 063,00","13 086,00","13 086,00","90 855,00",Before,Tuesday,August,no
13210,DowJ,2012-08-27,"13 159,00","13 186,00","13 101,00","13 107,00","13 107,00","74 989,00",Before,Monday,August,no
13211,DowJ,2012-08-24,"13 038,00","13 162,00","13 011,00","13 156,00","13 156,00","106 092,00",Before,Friday,August,no
13212,DowJ,2012-08-23,"13 154,00","13 215,00","13 024,00","13 039,00","13 039,00","113 820,00",Before,Thursday,August,no
13213,DowJ,2012-08-22,"13 199,00","13 206,00","13 099,00","13 156,00","13 156,00","129 720,00",Before,Wednesday,August,no
13214,DowJ,2012-08-21,"13 230,00","13 308,00","13 162,00","13 199,00","13 199,00","103 835,00",Before,Tuesday,August,no
13215,DowJ,2012-08-20,"13 249,00","13 268,00","13 204,00","13 229,00","13 229,00","68 977,00",Before,Monday,August,no
13216,DowJ,2012-08-17,"13 228,00","13 256,00","13 213,00","13 247,00","13 247,00","63 238,00",Before,Friday,August,no
13217,DowJ,2012-08-16,"13 137,00","13 246,00","13 120,00","13 225,00","13 225,00","96 188,00",Before,Thursday,August,no
13218,DowJ,2012-08-15,"13 130,00","13 170,00","13 099,00","13 135,00","13 135,00","80 307,00",Before,Wednesday,August,no
13219,DowJ,2012-08-14,"13 132,00","13 191,00","13 104,00","13 133,00","13 133,00","89 230,00",Before,Tuesday,August,no
13220,DowJ,2012-08-13,"13 160,00","13 183,00","13 073,00","13 137,00","13 137,00","89 320,00",Before,Monday,August,no
13221,DowJ,2012-08-10,"13 134,00","13 175,00","13 051,00","13 172,00","13 172,00","88 439,00",Before,Friday,August,no
13222,DowJ,2012-08-09,"13 123,00","13 185,00","13 082,00","13 138,00","13 138,00","83 054,00",Before,Thursday,August,no
13223,DowJ,2012-08-08,"13 117,00","13 156,00","13 046,00","13 120,00","13 120,00","82 212,00",Before,Wednesday,August,no
13224,DowJ,2012-08-07,"13 065,00","13 160,00","13 048,00","13 119,00","13 119,00","75 638,00",Before,Tuesday,August,no
13225,DowJ,2012-08-06,"13 064,00","13 133,00","13 034,00","13 067,00","13 067,00","72 418,00",Before,Monday,August,no
